Element,Molar_ratio,Enthalpy(kJ/mol),std_enthalpy(kJ/mol),a,Delta(%),Omega,Entropy(J/K*mol),Tm(K),std_Tm (%),X,std_X(%),VEC,std_VEC,Phase(0-1),Density(g/com^3),Price(USD/kg)
Hf-Mo-Nb-Ta-V-W-,0.08-0.04-0.24-0.29-0.17-0.17-,-3.635179,2.4038632,1.4238297,4.1710873,11.202541,13.762483,2959.0034,17.07384,1.7073312,19.578402,5.1352572,0.5298699,0.9999993,12.970649,258.99832
Al-Cr-Fe-Mn-Ni-Sn-Ti-,0.02-0.21-0.12-0.35-0.25-0.02-0.03-,-7.501365,4.644382,1.3846651,2.2265158,2.9677417,12.881404,1728.2363,18.074223,1.7043548,8.984989,7.596747,1.9117732,0.34078062,7.503546,6.209482
Al-Cr-Cu-Fe-Ni-,0.19-0.10-0.15-0.25-0.31-,-6.245627,6.5207906,1.3489032,3.8778634,3.266717,12.816722,1591.8807,23.688858,1.8072126,6.598528,7.9433565,2.768808,0.06631383,6.9596853,6.0521827
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.11-0.19-0.12-0.11-0.07-0.08-0.14-0.17-,-16.30792,9.4670925,1.36111,3.3841598,1.7470481,16.900097,1685.8315,20.624907,1.7403979,8.84873,7.226431,2.6961558,0.025467241,6.6327443,17.539165
Hf-Nb-Ta-Ti-V-Zr-,0.14-0.17-0.22-0.14-0.05-0.27-,1.5794232,2.5650058,1.4775896,4.4784327,22.733896,14.284882,2513.5989,19.767231,1.4565245,8.21242,4.439597,0.5065179,1.0,9.640771,395.724
Al-Co-Cr-Cu-Fe-Ni-,0.23-0.25-0.17-0.08-0.17-0.11-,-9.423855,6.268484,1.3437996,4.1348352,2.4540162,14.315426,1615.4802,26.119793,1.7782176,6.8589964,7.2283316,2.6791961,0.38050887,6.5998917,21.642277
Hf-Mo-Nb-Ti-V-Zr-,0.07-0.08-0.29-0.26-0.02-0.28-,0.45077562,2.0606644,1.4702187,4.270934,66.64797,12.7837515,2350.1196,15.369688,1.5352807,14.569852,4.4734583,0.6478472,0.99999857,7.3866343,232.53314
Al-Co-Cr-Fe-Mo-Ni-,0.14-0.10-0.21-0.13-0.07-0.34-,-11.25551,5.0408316,1.3607848,3.9385254,2.23134,13.830999,1815.839,26.119751,1.8196313,8.379234,7.513572,2.4167168,0.074986406,7.388884,14.294526
Al-Nb-Ta-Ti-V-,0.08-0.30-0.16-0.31-0.15-,-6.3231716,5.8873825,1.4029653,4.136355,4.6600704,12.536658,2350.4207,27.203903,1.5709835,2.8545969,4.5267572,0.6444466,0.9999994,7.8612156,101.82113
Mo-Nb-Ti-V-Zr-,0.10-0.12-0.22-0.30-0.25-,-4.4062634,5.8097787,1.4307262,5.699426,6.667311,13.046449,2251.7944,14.161922,1.5883682,14.301107,4.622414,0.66359776,0.9965618,6.5150366,22.569311
Mo-Nb-Ta-Ti-V-W-,0.15-0.27-0.17-0.15-0.16-0.10-,-3.6325321,2.170023,1.4162793,3.0502093,10.972915,14.54117,2741.1448,19.6588,1.739033,17.002869,5.101391,0.6256654,0.99995005,10.305934,89.42499
Al-Cr-Cu-Mn-Ni-Ti-,0.16-0.05-0.23-0.03-0.35-0.18-,-18.518053,9.971165,1.3472508,3.477923,1.1215954,13.213332,1571.8789,22.501543,1.7720491,9.14979,7.785448,3.2267125,0.7385646,6.5522227,7.6886244
Al-Cu-Nb-Ni-Ti-V-Zr-,0.17-0.02-0.20-0.04-0.26-0.17-0.13-,-19.037886,10.665341,1.3919952,6.3760176,1.5150098,14.617301,1973.1809,29.00931,1.5747566,8.022078,4.5914793,1.6408385,0.00026297593,5.8056397,23.217865
Al-Cr-Cu-Fe-Ni-Ti-,0.19-0.16-0.14-0.19-0.29-0.04-,-9.771006,7.602914,1.350887,3.9346888,2.3196223,13.942146,1625.6492,24.601814,1.7841825,7.351409,7.594364,2.8460445,0.12753613,6.7297206,6.231011
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.19-0.08-0.11-0.12-0.14-0.23-0.14-,-17.575947,9.757806,1.3506114,3.9621944,1.4586822,15.73717,1629.1187,24.16734,1.7584412,8.34684,7.1456447,2.9621615,0.5853361,6.308915,11.010972
Al-Co-Cr-Fe-Mn-Ni-,0.19-0.16-0.23-0.18-0.10-0.14-,-12.036883,5.563061,1.3561504,4.144786,2.0442708,14.671276,1677.1987,24.689693,1.738869,7.5203886,6.918389,2.319161,0.07845878,6.6318593,15.603178
Mo-Nb-Ti-V-Zr-,0.25-0.31-0.25-0.05-0.15-,-2.5794308,2.3499231,1.4476209,3.478197,11.746212,12.27771,2467.767,16.19404,1.6842844,16.936296,4.850257,0.7870741,0.99999285,7.4483666,25.5676
Co-Cr-Cu-Fe-Mn-Ni-Sn-,0.09-0.20-0.04-0.15-0.27-0.24-0.01-,-2.9287357,3.2004602,1.3823044,1.8143532,8.416526,14.106259,1747.435,15.629951,1.7473035,8.578105,8.080876,1.6880724,0.7841584,7.9588194,10.887949
Mo-Nb-Ti-V-Zr-,0.15-0.18-0.20-0.25-0.21-,-2.4734244,1.9983928,1.4363377,4.9067297,12.530358,13.27719,2334.2952,15.181598,1.6231581,15.581269,4.73748,0.70786613,0.999757,6.9121413,24.013428
Co-Cr-Fe-Mn-Ni-V-,0.15-0.28-0.13-0.17-0.26-0.01-,-5.17221,2.6299267,1.3790838,1.7950618,4.786279,13.440578,1841.858,12.859925,1.7587798,7.8790755,7.881348,1.6069348,0.6842094,7.9584913,15.167712
Al-Co-Cr-Cu-Fe-Ti-,0.17-0.28-0.06-0.14-0.15-0.20-,-16.84934,9.247644,1.353897,3.8356583,1.3840879,14.237803,1637.9609,22.865427,1.7484847,8.368106,6.9391356,2.8343816,0.4460511,6.2516475,22.327543
Al-Co-Cr-Fe-Mo-Ni-Si-,0.11-0.21-0.04-0.13-0.11-0.38-0.01-,-11.56322,6.2248816,1.3545203,4.389614,2.1147413,13.566308,1802.4961,26.49324,1.8780512,7.439503,8.056754,2.3282773,0.6180282,7.795129,20.250647
Co-Cr-Cu-Fe-Ni-,0.28-0.17-0.09-0.25-0.22-,0.1703195,3.170086,1.3708309,1.8058178,136.35834,12.889669,1801.801,11.541814,1.8391173,4.6407137,8.647942,1.4865397,0.9929662,8.325547,21.366917
Al-Co-Cr-Fe-Mo-Ni-,0.18-0.19-0.25-0.16-0.04-0.17-,-11.670965,5.2042866,1.3560627,4.1873736,2.1308792,14.109815,1762.5613,26.66047,1.7821599,7.886452,7.028695,2.3898442,0.071673386,6.8808694,18.84275
Co-Cr-Fe-Ni-,0.21-0.30-0.23-0.26-,-4.1318154,1.7355831,1.3767349,1.8195615,5.2464404,11.45556,1892.2968,10.130882,1.8095431,5.661331,8.116584,1.5590286,0.9024657,8.105006,18.535978
Al-Co-Cr-Fe-Mo-Ni-,0.12-0.22-0.05-0.20-0.05-0.36-,-9.753439,5.1685834,1.3548537,3.570062,2.3379593,13.1450815,1734.7279,22.909298,1.8495493,6.703101,8.113126,2.274818,0.5173504,7.630135,19.701458
Al-Co-Cr-Cu-Fe-Ni-,0.30-0.31-0.11-0.16-0.08-0.03-,-8.375925,6.622307,1.3300239,4.1536846,2.3520768,13.1315,1500.2716,28.37376,1.7760308,7.2070374,7.171586,3.0137446,0.432265,6.2891836,25.971222
Co-Cu-Fe-Ni-Si-Ti-V-,0.22-0.01-0.12-0.28-0.02-0.09-0.25-,-19.251097,9.009317,1.3564923,2.910952,1.3258717,13.598035,1877.0713,10.268733,1.7878401,7.6652107,7.6192393,2.3169336,0.0006628228,7.245636,23.34173
Al-Co-Cr-Fe-Mn-Ni-Si-,0.20-0.21-0.18-0.11-0.03-0.20-0.06-,-19.635834,9.064625,1.3319104,5.9551044,1.2964034,15.263437,1667.7737,24.636763,1.779575,7.4451184,6.9773426,2.5788012,0.5938663,6.29047,20.282011
Al-Co-Fe-Li-Ni-Si-,0.10-0.27-0.21-0.05-0.31-0.05-,-11.018158,8.901915,1.3448418,5.206887,1.9124441,13.125361,1605.4117,23.248213,1.8031487,11.989331,7.8321166,2.7229598,0.5846294,6.623433,23.936964
Al-Hf-Nb-Ta-Ti-V-Zr-,0.16-0.05-0.31-0.07-0.23-0.05-0.13-,-13.175515,9.734496,1.419436,6.488551,2.390611,14.448145,2180.0396,30.923725,1.531703,6.8723073,4.2597556,0.7216863,0.36735153,7.1681404,209.6664
Al-Cr-Cu-Fe-Ni-,0.13-0.23-0.22-0.14-0.28-,-2.4089184,6.231829,1.355675,3.4427438,8.978886,13.036897,1659.0907,23.689213,1.8007884,6.770712,8.1276455,2.6882472,0.17542076,7.3067384,6.8983383
Cr-Fe-Mn-Ni-Sn-,0.07-0.07-0.67-0.12-0.06-,-3.5354705,2.4808466,1.3971196,1.536167,3.8898454,8.889723,1547.0032,21.250633,1.6466866,9.268754,7.8075075,1.930891,0.0002665234,7.6018014,6.0212646
Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.08-0.25-0.12-0.18-0.02-0.22-0.13-,-7.672898,7.7040176,1.3793542,1.7995057,3.5868123,14.956916,1840.0344,13.866939,1.7725368,7.755261,7.818662,2.25981,0.27509722,7.457849,11.061414
Al-Cu-Mg-Mn-Sn-Zn-,0.58-0.02-0.24-0.10-0.04-0.02-,-4.751967,4.621912,1.3368757,8.072953,2.044882,9.893296,982.2014,22.133373,1.5547653,10.3363495,3.9395833,2.92753,0.012399229,3.1634858,5.708478
Al-Co-Cr-Fe-Ni-Sn-Ti-,0.16-0.29-0.19-0.12-0.20-0.01-0.02-,-12.393969,6.1044216,1.3517864,3.7474117,1.9129664,13.979423,1696.0101,23.70317,1.7895353,6.939528,7.523348,2.5309772,0.5271431,6.982323,24.722767
Al-Co-Cr-Fe-Ni-Ti-,0.10-0.30-0.11-0.17-0.22-0.11-,-16.781038,8.205856,1.3593438,3.1920857,1.4788084,14.192513,1748.5231,17.382456,1.7897596,7.4250913,7.574131,2.376983,0.07158438,7.052319,23.870234
Co-Fe-Ni-Si-,0.21-0.33-0.21-0.26-,-29.19904,12.423725,1.3024534,9.274049,0.68250674,11.366835,1753.218,2.818636,1.8747628,1.7689481,7.5935044,2.2288146,0.98329437,6.111751,17.835615
Al-Co-Cr-Cu-Fe-Ni-,0.15-0.30-0.19-0.01-0.15-0.19-,-10.459623,5.399379,1.3515848,3.6262836,2.2070527,13.498907,1710.1338,21.806322,1.7952005,6.5354614,7.571337,2.3703156,0.12289766,7.1102405,24.523033
Al-Co-Cr-Fe-Ni-Ti-V-,0.33-0.09-0.09-0.11-0.04-0.19-0.15-,-24.355911,8.507837,1.3359874,4.7927556,0.9801956,14.696001,1624.4932,31.25514,1.6638653,7.0494742,5.1127844,2.243893,0.00032958004,4.9557724,14.372992
Al-Cr-Cu-Fe-Ni-Ti-,0.16-0.15-0.12-0.30-0.24-0.03-,-7.4942675,6.9269633,1.3575294,3.8750398,3.006944,13.638478,1652.2986,23.25642,1.7881527,6.8448124,7.61574,2.6506486,0.04312201,6.8657427,5.527236
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.19-0.18-0.21-0.06-0.15-0.16-0.05-,-12.945053,7.4088225,1.3513087,4.0162554,1.9891982,15.333357,1679.363,24.76577,1.7640551,7.361935,7.1043587,2.6377518,0.5579963,6.572537,17.275286
Co-Cr-Fe-Mn-Ni-,0.16-0.25-0.16-0.23-0.20-,-4.18308,2.466762,1.3826126,1.7981529,5.8353953,13.556723,1800.5768,14.766228,1.7490458,8.153504,7.8889627,1.582534,0.45119792,7.9287505,14.937804
Al-Co-Cr-Fe-Ni-,0.27-0.28-0.17-0.21-0.07-,-13.328105,5.4536743,1.3411827,4.4804835,1.5465169,12.786629,1612.0072,27.49363,1.7609223,6.841114,6.7186284,2.5458174,0.50297964,6.229467,23.557371
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.15-0.17-0.17-0.09-0.17-0.13-0.13-,-7.0917892,5.9550366,1.3588355,3.7199092,3.724433,16.014763,1649.2838,22.678766,1.7573589,7.76143,7.491118,2.3818574,0.013772625,7.0491786,15.790601
Mo-Nb-Ta-Ti-V-W-Zr-,0.34-0.27-0.03-0.08-0.11-0.03-0.15-,-4.1284184,2.4448798,1.447016,3.8034732,8.689734,13.667598,2624.81,15.744381,1.7710022,18.48288,5.1440153,0.76370585,0.99999404,8.64139,36.35149
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.12-0.14-0.17-0.18-0.13-0.03-0.12-0.13-,-10.594725,8.638728,1.3608782,3.4520109,2.655849,16.735317,1681.3535,22.175697,1.7577754,8.16136,7.4196014,2.7506993,0.06576927,6.761089,14.108242
Al-Co-Cr-Fe-Mo-Ni-Ti-Zr-,0.06-0.22-0.10-0.14-0.15-0.17-0.12-0.04-,-17.965942,9.444409,1.3851023,4.2122393,1.799825,16.456736,1964.8822,24.043201,1.8197308,11.530875,7.119993,2.2820692,0.041600548,7.539115,21.019428
Mn-Ni-Sn-,0.80-0.12-0.08-,-5.0663443,1.0463707,1.3980994,1.6087635,1.5374266,5.332189,1460.7754,20.12662,1.6270452,9.420336,7.9366727,2.0582469,0.00030323814,7.5852556,6.216138
Al-Co-Cr-Fe-Mo-Ni-,0.20-0.09-0.19-0.22-0.11-0.19-,-11.396012,5.1337876,1.3615675,4.590931,2.295228,14.508782,1802.8007,30.450943,1.8098356,9.151365,6.9174857,2.4004354,0.0001252921,7.0004516,13.158876
Al-Co-Cr-Fe-Ni-Ti-,0.20-0.08-0.36-0.13-0.16-0.07-,-15.8480425,6.5343466,1.3579828,4.266304,1.5132407,13.634946,1758.8555,25.629705,1.7208476,7.2162538,6.389286,2.3942695,0.17979172,6.199676,11.414275
Al-Co-Cu-Fe-Ni-Si-Ti-Zr-,0.15-0.15-0.12-0.10-0.20-0.05-0.14-0.10-,-32.48281,15.496262,1.3544383,7.0455575,0.85296106,16.811981,1648.0254,21.505264,1.744378,11.211599,7.032735,3.0481293,0.35972077,6.221644,17.427048
Al-Co-Cr-Fe-Mn-Ni-,0.17-0.25-0.16-0.20-0.12-0.10-,-11.163642,5.407634,1.35757,3.9163325,2.1791015,14.568908,1669.7686,22.578352,1.7520968,7.5588455,7.171559,2.2162855,0.09410488,6.8695383,20.279356
Al-Cr-Nb-Ti-V-,0.31-0.16-0.12-0.17-0.23-,-17.536945,7.235656,1.3486023,5.351697,1.3818444,13.234082,1831.1301,35.011356,1.6137153,3.8287792,4.3753757,1.0859702,0.0017018958,5.1904306,18.634518
Al-Co-Cr-Fe-Ni-Ti-,0.17-0.08-0.09-0.18-0.22-0.25-,-26.111866,10.107288,1.3582988,4.014355,0.9475265,14.572492,1697.8347,22.205511,1.7267097,8.756873,6.5059304,2.7389588,0.04768359,5.924359,10.664914
Fe-Mo-Nb-Ni-W-,0.04-0.35-0.24-0.16-0.21-,-10.934687,5.578544,1.4109427,3.3828914,3.1159375,12.179986,2797.3591,22.517359,2.014647,13.7477,6.4822035,1.6492033,0.9961261,11.525556,24.341871
Al-Co-Cr-Fe-Mo-Ni-,0.19-0.26-0.06-0.28-0.04-0.16-,-11.413593,5.3919196,1.3520849,4.2096,2.006072,13.571115,1687.1486,26.253473,1.8164059,7.2899504,7.3908715,2.413539,0.43464983,6.994495,21.460922
Al-Co-Cr-Fe-Mo-Ni-Ti-,0.31-0.10-0.14-0.29-0.02-0.11-0.04-,-15.346681,6.144502,1.3449333,4.940514,1.4542395,13.8616495,1610.0354,30.488762,1.7489054,7.79164,6.319626,2.5634518,0.107751064,5.900676,11.52961
Al-Cr-Nb-Ti-V-,0.28-0.09-0.22-0.35-0.05-,-19.45386,8.305366,1.3661939,5.5929794,1.1537535,11.997665,1870.777,35.104412,1.5887012,2.509119,4.1801014,0.9479456,0.17504154,5.2166467,21.159609
Co-Cr-Cu-Fe-Ni-,0.29-0.08-0.30-0.07-0.27-,4.280238,3.2200398,1.3574014,1.3172897,4.731593,12.112591,1672.008,14.011667,1.8728027,3.5382435,9.549299,1.39416,0.9972373,8.678405,22.51783
Al-Co-Cr-Fe-Mn-Ni-,0.24-0.23-0.23-0.11-0.03-0.16-,-14.043167,5.798702,1.3440218,4.2743297,1.6176077,13.750359,1652.0537,26.819054,1.7547027,7.3090315,6.861144,2.5668452,0.5941479,6.4176736,21.138863
Al-Co-Cu-Mg-Sn-,0.58-0.07-0.16-0.13-0.06-,-3.2186604,3.8132677,1.3170884,6.888183,3.258154,10.176317,1030.5189,26.926527,1.657918,11.318461,5.24072,3.9072902,0.8576968,3.947855,12.803431
Al-Cr-Mo-Nb-Ti-,0.07-0.34-0.20-0.25-0.14-,-8.625435,4.058248,1.4125905,3.5065732,3.3809273,12.41744,2348.4683,21.937014,1.723147,12.789358,5.2630424,0.9373508,0.99910444,7.4441276,21.820238
Cr-Cu-Fe-Mn-Ni-Sn-,0.15-0.24-0.27-0.22-0.09-0.03-,5.6629615,4.27081,1.384973,1.8686162,3.9585874,13.571806,1651.7574,20.158768,1.7705485,8.025933,8.539011,2.0102851,0.0018214978,7.97746,5.681886
Al-Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.09-0.26-0.18-0.07-0.12-0.09-0.10-0.09-,-11.710957,7.622613,1.3646356,3.2268496,2.4362814,16.507158,1728.4128,19.569141,1.7523613,8.111063,7.377309,2.3419986,0.038460396,7.023519,20.975248
B-Co-Cr-Cu-Fe-Ni-,0.07-0.24-0.13-0.29-0.08-0.19-,-0.44001663,6.6504107,1.3255475,9.946808,54.882404,13.896051,1737.84,17.613905,1.870578,4.8949785,8.889574,2.2554677,0.16605763,8.282171,52.754826
Al-Co-Cu-Fe-Mn-Ni-V-,0.03-0.15-0.12-0.08-0.16-0.09-0.37-,-7.186301,5.5501933,1.3590971,2.0815527,3.603067,14.291181,1811.7971,18.444775,1.7281041,8.144838,7.266465,2.2900374,0.07833358,7.2299476,20.42376
Al-Co-Cr-Cu-Fe-Ni-,0.18-0.22-0.01-0.28-0.09-0.21-,-3.9734125,6.468977,1.337157,3.273974,5.153812,13.6905775,1495.789,22.332253,1.8331487,6.15386,8.566503,2.8200588,0.23538254,7.2577295,19.313622
Al-Cr-Cu-Fe-Ni-Ti-,0.16-0.22-0.14-0.17-0.16-0.16-,-13.222731,8.873789,1.3609105,3.922475,1.8982599,14.81852,1693.8383,24.523695,1.734647,8.122884,6.869363,2.8309941,0.06627704,6.276479,5.94921
Mo-Nb-Ti-V-,0.39-0.26-0.32-0.03-,-3.8513248,1.9056537,1.430661,1.9227406,6.5074983,9.915824,2527.524,16.796572,1.7990007,16.045996,5.0657825,0.8410397,0.99998176,7.7243853,21.998844
Al-Co-Fe-Mo-Nb-Ni-V-W-,0.04-0.04-0.12-0.41-0.15-0.03-0.05-0.17-,-7.423624,4.004149,1.4083333,3.8179383,5.1209197,14.1302395,2690.3845,25.466274,2.0045254,13.466975,6.1571836,1.337149,0.9991321,10.743456,23.136683
Al-Cr-Mo-Nb-Ta-Ti-V-,0.23-0.10-0.06-0.32-0.04-0.19-0.05-,-15.271586,7.1899276,1.3844783,5.6531734,1.9708592,14.1770315,2123.0215,34.987823,1.6299387,8.765682,4.51785,1.0221293,0.0021362659,6.652199,49.1075
Al-Cu-Mn-Ni-Sn-,0.25-0.29-0.23-0.16-0.06-,-7.407951,6.363805,1.343113,4.5162625,2.2033894,12.613191,1294.0894,26.323689,1.7518394,9.507513,8.106487,3.4729054,0.78472036,6.5746717,7.7306433
Al-Co-Cr-Fe-Mn-Ni-,0.08-0.19-0.20-0.13-0.21-0.19-,-8.821828,4.6709075,1.3685312,3.115099,2.841214,14.534793,1724.4618,18.533112,1.7437136,8.241897,7.5588436,1.9498198,0.030026933,7.418431,17.320572
Cr-Mo-Nb-Ti-V-,0.05-0.04-0.43-0.31-0.18-,-1.3441683,1.7810643,1.4145403,2.6497464,19.207523,10.850164,2379.5146,15.549559,1.6113036,7.1638703,4.780917,0.5889771,0.9998498,6.913492,29.371101
Al-Co-Cr-Fe-Mo-Ni-,0.18-0.23-0.05-0.17-0.10-0.27-,-12.1193695,5.7231264,1.3525225,4.3064237,2.0101209,13.96281,1744.7345,29.53486,1.8480451,8.263777,7.5534325,2.5127838,0.066518515,7.3227596,20.929878
Cr-Fe-Mn-Ni-Sn-,0.16-0.12-0.44-0.19-0.08-,-3.5672064,3.1968017,1.3946819,1.8436792,5.400226,11.917804,1616.3813,25.259956,1.70403,9.518356,8.113044,2.2066815,0.0166216,7.66973,7.419388
Al-Nb-Ta-Ti-V-Zr-,0.19-0.32-0.26-0.16-0.04-0.03-,-12.701868,7.8598185,1.4037105,5.7822447,2.4198086,12.978817,2368.1733,35.054176,1.5581474,4.060658,4.4207644,0.7917003,0.9999577,8.807928,132.73267
Co-Cr-Cu-Fe-Mn-Ni-Ti-,0.07-0.17-0.18-0.09-0.21-0.24-0.04-,-1.9585439,5.648436,1.3752457,1.8260161,13.169037,15.072461,1711.2084,15.5511875,1.7674489,8.625109,8.398976,2.0208497,0.8482357,7.951323,10.234676
Co-Fe-Ni-Si-,0.20-0.28-0.34-0.17-,-22.614775,11.704155,1.32083,7.8131466,0.8706229,11.236102,1752.2925,2.548415,1.8797574,1.7582939,8.200061,2.0746255,0.9664859,6.8465357,17.981913
Al-Co-Cr-Cu-Fe-Ni-Ti-V-,0.04-0.20-0.17-0.06-0.16-0.20-0.12-0.05-,-12.777634,8.172308,1.3684132,2.509396,2.3055654,16.161713,1822.8059,15.2620125,1.7773205,7.607627,7.608041,2.333648,0.0015041627,7.2353625,18.675465
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.17-0.07-0.08-0.13-0.16-0.15-0.25-,-19.771473,10.255789,1.3578807,3.9096317,1.2952518,15.508364,1651.3048,23.075104,1.7321274,8.856522,6.775202,2.969346,0.27435434,6.020454,9.533067
Cr-Cu-Fe-Ni-,0.31-0.18-0.17-0.33-,1.7579172,4.412561,1.3742197,1.8248658,11.539394,11.17199,1815.7292,15.800998,1.8163761,5.9986105,8.589899,1.9692026,0.82703185,8.176849,7.186774
Al-Cr-Cu-Fe-Ni-,0.17-0.15-0.24-0.06-0.37-,-5.22796,6.6168528,1.3437343,3.5161264,3.7097287,12.286988,1578.4429,24.58258,1.8124204,6.982047,8.288488,2.9077804,0.41451105,7.1563497,7.522632
Mo-Nb-Ta-Ti-V-W-,0.02-0.24-0.31-0.15-0.10-0.17-,-3.672275,2.3358371,1.4155476,3.0722806,10.606956,13.412747,2904.0767,20.333744,1.7037069,18.330772,5.043497,0.58288366,0.99999845,12.148709,124.07143
Al-Co-Cr-Fe-Mo-Ni-,0.19-0.22-0.20-0.08-0.08-0.23-,-12.562493,5.563252,1.3535537,4.27637,2.0189588,14.2605,1778.5599,28.863728,1.8095922,8.731526,7.187085,2.5010571,0.018496238,7.095272,21.101995
Al-Au-Co-Cr-Cu-Fe-Ni-Ti-,0.24-0.02-0.12-0.11-0.23-0.07-0.18-0.02-,-8.067633,7.5901403,1.3359336,3.9385092,2.8663118,15.351875,1506.2881,26.905664,1.8024251,9.532766,7.6975937,3.149227,0.7713427,6.879215,3000.7266
Al-Co-Cr-Cu-Fe-Ni-Ti-,0.10-0.21-0.13-0.16-0.09-0.07-0.23-,-15.50202,9.54273,1.3624479,3.3057702,1.71132,15.506608,1710.8135,20.773743,1.7446191,8.655225,7.120343,2.8280144,0.08064066,6.481068,18.499876
Al-Co-Cu-Mg-Ni-Sn-,0.47-0.17-0.14-0.16-0.02-0.04-,-7.011684,5.467832,1.3312781,6.8310194,1.9615669,12.155284,1131.5149,31.556856,1.6719254,12.230327,5.641357,3.8529875,0.9295573,4.256525,19.966501
Al-Cr-Fe-Mo-Ni-,0.08-0.34-0.30-0.06-0.22-,-7.0418158,3.7156444,1.3790109,3.3331535,3.2889335,12.180153,1901.4589,21.602716,1.7916707,7.8323784,7.279757,2.0118394,0.09622278,7.458931,6.953977
Al-Co-Cr-Fe-Ni-Si-,0.15-0.24-0.11-0.32-0.16-0.02-,-11.52482,6.1425176,1.3528389,4.3896065,1.9559929,13.287365,1696.5338,20.296923,1.804263,5.952484,7.536184,2.2568028,0.29711527,6.9838467,19.931482
Al-Co-Cr-Fe-Mo-Ni-,0.20-0.12-0.24-0.18-0.07-0.18-,-11.876169,5.238655,1.3577213,4.4958124,2.15335,14.403956,1775.4529,29.331762,1.7893045,8.678472,6.8645535,2.4221523,0.00069345307,6.8299837,14.873979
Al-Cr-Cu-Fe-Ni-Ti-V-,0.18-0.06-0.16-0.19-0.07-0.22-0.13-,-15.211684,8.885558,1.3554473,3.9824524,1.7047355,15.459867,1677.3687,25.401125,1.706771,8.340003,6.3186064,2.8770382,0.332611,5.7961006,7.109903
Al-Co-Cr-Fe-Mo-Ni-,0.08-0.11-0.33-0.17-0.08-0.23-,-8.041264,3.8137407,1.3754251,3.3782039,3.2808082,13.686099,1927.6375,22.252039,1.8069539,8.397295,7.3769283,2.0468712,0.05809622,7.665219,14.227095
Mo-Nb-Ti-V-Zr-,0.18-0.28-0.10-0.30-0.14-,-2.5197272,1.9965934,1.4288704,4.49422,12.352126,12.740105,2442.9922,14.383076,1.669263,15.080266,4.9475737,0.64754224,0.9999162,7.4525347,27.256247
Al-Co-Cr-Fe-Ni-Ti-,0.29-0.13-0.24-0.15-0.10-0.10-,-19.29551,7.5890374,1.3454487,4.7258167,1.211383,14.201919,1645.8516,28.986517,1.7133818,7.4455223,6.043683,2.5237978,0.110182986,5.6864896,14.463573
Al-Co-Cr-Cu-Fe-,0.24-0.28-0.24-0.06-0.19-,-9.065675,5.5503907,1.347961,4.350713,2.305539,12.64389,1653.0721,27.14501,1.7557137,6.6702523,6.7957044,2.488068,0.18164739,6.421829,23.008657
Al-Co-Cr-Cu-Fe-Ni-,0.22-0.03-0.07-0.20-0.33-0.15-,-3.5826075,6.4699945,1.3481524,4.215895,5.6912966,13.234325,1540.666,25.048409,1.7959875,6.5081544,7.664068,2.848234,0.040854674,6.681999,6.5302186
Al-Co-Cu-Fe-Mn-Ni-V-,0.12-0.09-0.15-0.23-0.02-0.24-0.15-,-7.7195735,6.7413535,1.3502214,3.1729193,3.2259371,15.009309,1659.1606,21.370516,1.802792,6.8273487,7.9674835,2.6075702,0.075908795,7.194822,13.498998
Al-Co-Cr-Fe-Ni-V-,0.12-0.27-0.08-0.17-0.22-0.13-,-13.5531225,5.8846073,1.3503048,3.21141,1.8523371,14.325947,1752.4111,20.083725,1.7931527,6.7039704,7.5271115,2.3563492,0.17272691,7.1286526,24.587124
Co-Cr-Fe-Ni-,0.31-0.15-0.22-0.32-,-3.0765042,1.5050235,1.3684556,1.7713848,6.6526313,11.198716,1827.6061,8.359956,1.8450452,4.5401173,8.641567,1.3347926,0.9668851,8.375416,24.153673
Mo-Nb-Ti-V-Zr-,0.21-0.26-0.24-0.27-0.01-,-2.53862,1.6938088,1.4118018,3.183545,11.379765,11.930174,2421.4976,15.927815,1.7103815,13.990508,4.95891,0.6859141,0.9996463,7.2362323,24.59389
Hf-Mo-Nb-Ta-Ti-W-,0.08-0.05-0.11-0.35-0.19-0.23-,-4.196436,2.646729,1.4260534,3.8110435,9.499803,13.341274,2988.118,20.5102,1.7270145,21.66727,5.004471,0.73525244,0.99999964,13.429072,258.27405
Mo-Nb-Ni-Ta-Ti-Zr-,0.30-0.32-0.03-0.18-0.06-0.10-,-6.87205,5.226496,1.4528553,2.7262044,5.2573323,13.179656,2741.243,15.628214,1.7294391,17.270416,5.303631,1.0927273,0.99995136,10.011826,93.69274
Al-Co-Cr-Cu-Fe-Mn-Ni-,0.15-0.16-0.18-0.07-0.19-0.11-0.14-,-7.6580353,5.864795,1.3589327,3.7409701,3.451148,15.860452,1666.3466,22.672253,1.7615719,7.5564413,7.458035,2.3704953,0.0165485,7.029811,15.426361
